# injm1  injm2  injecc  maxmatch  maxm1  maxm2
0.254019 0.254019 0.093014 0.414090 0.254077 0.254077
0.849507 0.849507 0.037913 0.889727 0.849636 0.849636
0.211170 0.211170 0.123089 0.321041 0.211229 0.211229
0.339869 0.339869 0.058876 0.596565 0.339921 0.339921
0.251458 0.251458 0.085660 0.430962 0.258791 0.244473
0.515465 0.515465 0.162955 0.414832 0.547631 0.486191
0.297520 0.297520 0.040151 0.660416 0.319250 0.277583
0.205629 0.205629 0.043345 0.565517 0.205645 0.205645
0.696657 0.696657 0.083744 0.661665 0.696903 0.696903
0.448871 0.448871 0.082857 0.565082 0.448989 0.448989
0.891687 0.891687 0.034056 0.910851 0.891809 0.891809
0.373604 0.373604 0.173229 0.345239 0.373824 0.373824
0.631995 0.631995 0.124136 0.530620 0.632321 0.632321
0.178759 0.178759 0.087221 0.360308 0.190027 0.168333
0.186766 0.186766 0.136901 0.283094 0.186825 0.186825
0.656168 0.656168 0.012072 0.977939 0.656182 0.656182
0.765966 0.765966 0.185461 0.463830 0.766816 0.766816
0.492701 0.492701 0.033108 0.828119 0.492744 0.492744
0.804681 0.804681 0.110021 0.619478 0.805106 0.805106
0.632897 0.632897 0.172174 0.443102 0.633358 0.633358
0.369509 0.369509 0.123587 0.419128 0.369663 0.369663
0.866270 0.866270 0.189249 0.477529 0.945167 0.797096
0.158991 0.158991 0.112172 0.295113 0.159027 0.159027
0.576028 0.576028 0.173917 0.423156 0.576506 0.576506
0.154182 0.154182 0.034480 0.555548 0.163229 0.145744
0.786623 0.786623 0.090443 0.656557 0.855701 0.724622
0.629832 0.629832 0.105227 0.576454 0.630114 0.630114
0.789738 0.789738 0.183375 0.470503 0.839652 0.744931
0.335378 0.335378 0.117708 0.411941 0.335498 0.335498
0.210062 0.210062 0.053010 0.515308 0.210082 0.210082
0.447405 0.447405 0.156641 0.399847 0.447678 0.447678
0.856073 0.856073 0.183600 0.489974 0.856900 0.856900
0.350361 0.350361 0.165471 0.341083 0.378934 0.324716
0.162922 0.162922 0.145590 0.254137 0.162972 0.162972
0.669799 0.669799 0.052096 0.778814 0.669923 0.669923
0.626289 0.626289 0.182353 0.427810 0.626871 0.626871
0.623109 0.623109 0.052151 0.762145 0.623226 0.623226
0.468830 0.468830 0.123336 0.464598 0.496494 0.443410
0.636720 0.636720 0.055833 0.739821 0.687151 0.590889
0.178586 0.178586 0.025135 0.669414 0.189994 0.168003
0.681819 0.681819 0.063130 0.734008 0.682004 0.682004
0.224527 0.224527 0.199380 0.244951 0.224636 0.224636
0.842031 0.842031 0.084619 0.704557 0.842397 0.842397
0.915896 0.915896 0.022497 0.945209 0.999531 0.840607
0.436112 0.436112 0.196346 0.344656 0.436445 0.436445
0.460423 0.460423 0.143999 0.425099 0.460684 0.460684
0.656523 0.656523 0.199891 0.414043 0.657210 0.657210
0.640173 0.640173 0.166114 0.455079 0.640715 0.640715
0.106402 0.106402 0.149093 0.193306 0.111200 0.101880
0.257334 0.257334 0.140588 0.324090 0.276755 0.239712
0.792568 0.792568 0.016601 0.979035 0.831327 0.756004
0.938681 0.938681 0.037942 0.901006 0.938840 0.938840
0.238460 0.238460 0.144138 0.309768 0.238548 0.238548
0.674183 0.674183 0.092745 0.626838 0.674446 0.674446
0.801743 0.801743 0.036192 0.880762 0.801870 0.801870
0.514348 0.514348 0.192785 0.374622 0.550806 0.481553
0.402039 0.402039 0.096573 0.497877 0.402151 0.402151
0.546322 0.546322 0.060870 0.694088 0.546438 0.546438
0.949808 0.949808 0.145260 0.579391 0.950574 0.950574
0.347534 0.347534 0.192704 0.312045 0.347764 0.347764
0.912142 0.912142 0.115350 0.636090 0.912737 0.912737
0.531571 0.531571 0.037569 0.791590 0.576717 0.490701
0.347900 0.347900 0.141627 0.376609 0.348057 0.348057
0.378118 0.378118 0.111929 0.447559 0.378259 0.378259
0.891123 0.891123 0.135640 0.583963 0.891809 0.891809
0.570332 0.570332 0.041691 0.783656 0.613800 0.530644
0.986597 0.986597 0.059890 0.818213 0.986907 0.986907
0.126996 0.126996 0.117346 0.256215 0.127021 0.127021
0.721471 0.721471 0.068035 0.721355 0.763282 0.682746
0.133562 0.133562 0.056727 0.406091 0.133573 0.133573
0.740531 0.740531 0.028896 0.911179 0.740597 0.740597
0.559211 0.559211 0.081117 0.620885 0.559376 0.559376
0.751002 0.751002 0.043647 0.824627 0.811790 0.695803
0.860072 0.860072 0.004849 0.988442 0.860091 0.860091
0.899265 0.899265 0.149239 0.559396 0.900026 0.900026
0.237228 0.237228 0.095957 0.394001 0.237281 0.237281
0.478554 0.478554 0.090787 0.554511 0.478702 0.478702
0.142128 0.142128 0.199689 0.185514 0.142163 0.142163
0.963374 0.963374 0.183116 0.517173 0.964389 0.964389
0.776201 0.776201 0.028760 0.916621 0.776282 0.776282
0.955959 0.955959 0.002819 0.987496 0.997966 0.916030
0.226898 0.226898 0.095115 0.386265 0.235851 0.218438
0.707951 0.707951 0.199087 0.429905 0.708737 0.708737
0.523439 0.523439 0.091744 0.572108 0.523615 0.523615
0.181251 0.181251 0.131943 0.284501 0.189304 0.173706
0.921440 0.921440 0.165045 0.531080 0.982755 0.866146
0.287542 0.287542 0.097110 0.427711 0.287619 0.287619
0.219863 0.219863 0.142871 0.299180 0.219937 0.219937
0.922576 0.922576 0.051193 0.826037 0.986721 0.863703
0.555705 0.555705 0.198662 0.384483 0.556229 0.556229
0.466473 0.466473 0.080138 0.583573 0.466595 0.466595
0.718157 0.718157 0.141682 0.516272 0.776300 0.666108
0.522013 0.522013 0.124559 0.487349 0.522252 0.522252
0.626457 0.626457 0.004325 0.993523 0.626459 0.626459
0.938739 0.938739 0.015422 0.991272 0.938780 0.938780
0.596086 0.596086 0.121538 0.523058 0.596385 0.596385
0.443416 0.443416 0.010298 0.976846 0.443425 0.443425
0.409259 0.409259 0.177190 0.355822 0.409522 0.409522
0.291064 0.291064 0.015582 0.876750 0.301006 0.281532
0.424606 0.424606 0.195929 0.340570 0.424940 0.424940
0.343698 0.343698 0.049534 0.646873 0.343742 0.343742
0.785463 0.785463 0.150577 0.518929 0.851193 0.726895
0.530238 0.530238 0.105335 0.526147 0.580122 0.485806
0.189095 0.189095 0.181511 0.238200 0.189168 0.189168
0.347855 0.347855 0.176814 0.329220 0.348066 0.348066
0.814985 0.814985 0.017854 0.978685 0.815024 0.815024
0.562573 0.562573 0.103469 0.554251 0.562803 0.562803
0.988608 0.988608 0.082515 0.744794 0.989052 0.989052
0.141211 0.141211 0.028338 0.597316 0.141216 0.141216
0.954986 0.954986 0.055209 0.830317 0.955225 0.955225
0.259225 0.259225 0.033338 0.686469 0.270101 0.248900
0.209706 0.209706 0.003483 0.975514 0.211389 0.208040
0.965176 0.965176 0.115589 0.649909 0.965820 0.965820
0.840830 0.840830 0.039841 0.874235 0.840951 0.840951
0.750695 0.750695 0.021484 0.925085 0.818092 0.689883
0.702137 0.702137 0.035488 0.862617 0.702209 0.702209
0.782318 0.782318 0.045633 0.834075 0.782470 0.782470
0.897431 0.897431 0.194678 0.484617 0.898409 0.898409
0.275282 0.275282 0.022069 0.801808 0.283718 0.267167
0.178992 0.178992 0.180770 0.230836 0.189391 0.169389
0.432753 0.432753 0.175096 0.368127 0.433046 0.433046
0.303483 0.303483 0.195199 0.289449 0.303667 0.303667
0.828441 0.828441 0.115790 0.604016 0.888979 0.773633
0.719104 0.719104 0.199798 0.428816 0.773130 0.670948
0.180544 0.180544 0.128813 0.287765 0.190788 0.171049
0.225389 0.225389 0.027153 0.699515 0.242518 0.209708
0.480793 0.480793 0.192193 0.366266 0.481177 0.481177
0.114667 0.114667 0.012063 0.780163 0.115463 0.113880
0.936973 0.936973 0.102796 0.675320 0.937513 0.937513
0.518035 0.518035 0.011551 0.971393 0.518043 0.518043
0.766324 0.766324 0.067176 0.743352 0.766569 0.766569
0.595668 0.595668 0.105634 0.562254 0.595916 0.595916
0.141193 0.141193 0.188316 0.193876 0.141228 0.141228
0.503608 0.503608 0.048748 0.735882 0.503682 0.503682
0.387972 0.387972 0.119815 0.436204 0.388133 0.388133
0.848816 0.848816 0.049921 0.832770 0.848987 0.848987
0.685953 0.685953 0.136756 0.514031 0.749724 0.629392
0.460831 0.460831 0.185547 0.366622 0.461176 0.461176
0.596060 0.596060 0.196210 0.400624 0.596638 0.596638
0.306299 0.306299 0.086925 0.463618 0.327280 0.287042
0.962532 0.962532 0.136613 0.600986 0.963287 0.963287
0.245741 0.245741 0.138274 0.322425 0.245829 0.245829
0.931609 0.931609 0.152040 0.562018 0.932433 0.932433
0.735210 0.735210 0.159952 0.494437 0.735782 0.735782
0.438994 0.438994 0.158077 0.394029 0.439258 0.439258
0.881501 0.881501 0.154639 0.544916 0.882249 0.882249
0.591773 0.591773 0.097516 0.578222 0.624129 0.561827
0.316067 0.316067 0.103904 0.429221 0.326805 0.305929
0.214371 0.214371 0.170639 0.264400 0.214467 0.214467
0.595878 0.595878 0.100489 0.576588 0.596114 0.596114
0.107212 0.107212 0.007200 0.864218 0.112188 0.102501
0.995521 0.995521 0.184344 0.522948 0.996625 0.996625
0.617690 0.617690 0.124894 0.523180 0.618001 0.618001
0.144975 0.144975 0.048436 0.459384 0.144986 0.144986
0.891267 0.891267 0.087073 0.705962 0.891704 0.891704
0.613758 0.613758 0.051485 0.751515 0.652735 0.577726
0.323664 0.323664 0.094207 0.455266 0.345007 0.304043
0.566053 0.566053 0.089592 0.595648 0.566240 0.566240
0.755489 0.755489 0.144858 0.525012 0.791521 0.722394
0.334894 0.334894 0.056761 0.602030 0.334944 0.334944
0.411366 0.411366 0.092817 0.514239 0.411482 0.411482
0.851586 0.851586 0.142958 0.559259 0.852241 0.852241
0.321689 0.321689 0.135950 0.371595 0.321821 0.321821
0.713614 0.713614 0.005794 0.991368 0.713616 0.713616
0.385794 0.385794 0.074781 0.558209 0.385874 0.385874
0.281531 0.281531 0.124716 0.364107 0.299294 0.265197
0.247339 0.247339 0.094694 0.404657 0.247396 0.247396
0.849450 0.849450 0.048519 0.835101 0.849636 0.849636
0.518110 0.518110 0.051092 0.729471 0.520572 0.515825
0.214236 0.214236 0.017445 0.811622 0.214241 0.214241
0.498292 0.498292 0.169304 0.398641 0.532659 0.467231
0.369181 0.369181 0.149068 0.375810 0.369365 0.369365
0.613914 0.613914 0.166378 0.443351 0.655901 0.576019
0.810740 0.810740 0.183762 0.478231 0.811518 0.811518
0.679594 0.679594 0.196072 0.425676 0.680331 0.680331
0.324476 0.324476 0.110532 0.418277 0.341129 0.308986
0.941599 0.941599 0.013025 0.992784 0.941631 0.941631
0.599138 0.599138 0.114765 0.539959 0.599425 0.599425
0.896445 0.896445 0.078194 0.737227 0.896801 0.896801
0.478013 0.478013 0.014126 0.957951 0.478028 0.478028
0.473033 0.473033 0.171732 0.388658 0.473362 0.473362
0.743947 0.743947 0.149985 0.515199 0.744483 0.744483
0.319345 0.319345 0.093035 0.459357 0.319432 0.319432
0.136162 0.136162 0.097166 0.298086 0.136186 0.136186
0.966843 0.966843 0.062274 0.805109 0.967190 0.967190
0.338496 0.338496 0.061164 0.583767 0.338551 0.338551
0.426195 0.426195 0.048802 0.699522 0.426258 0.426258
0.642099 0.642099 0.099156 0.596907 0.642361 0.642361
0.823222 0.823222 0.036758 0.864022 0.902500 0.752300
0.820485 0.820485 0.171837 0.499258 0.821226 0.821226
0.615850 0.615850 0.002356 0.983590 0.645151 0.588114
0.278811 0.278811 0.150396 0.326030 0.278931 0.278931
0.865401 0.865401 0.186677 0.480522 0.952313 0.789647
0.938194 0.938194 0.126241 0.616903 0.938840 0.938840
0.473406 0.473406 0.132139 0.451569 0.473656 0.473656
0.514489 0.514489 0.055137 0.693527 0.556864 0.476081
0.204003 0.204003 0.020229 0.773434 0.204009 0.204009
0.367939 0.367939 0.189334 0.324422 0.368192 0.368192
0.206891 0.206891 0.023198 0.720786 0.222892 0.192259
0.188885 0.188885 0.140728 0.279835 0.188942 0.188942
0.402354 0.402354 0.038403 0.752285 0.402392 0.402392
0.585558 0.585558 0.177936 0.420721 0.586062 0.586062
0.742829 0.742829 0.121761 0.572553 0.743246 0.743246
0.981081 0.981081 0.187396 0.514435 0.998444 0.966224
0.913960 0.913960 0.167574 0.521422 0.998466 0.839534
0.260805 0.260805 0.111222 0.378203 0.260877 0.260877
0.588997 0.588997 0.142968 0.471326 0.640442 0.543096
0.230406 0.230406 0.183635 0.261717 0.230523 0.230523
0.889090 0.889090 0.152680 0.549762 0.889812 0.889812
0.172816 0.172816 0.057066 0.450011 0.184846 0.161744
0.627985 0.627985 0.186008 0.423281 0.628591 0.628591
0.866450 0.866450 0.040319 0.854627 0.953105 0.789279
0.186821 0.186821 0.159313 0.257408 0.186891 0.186891
0.983298 0.983298 0.163308 0.554077 0.992653 0.975884
0.567465 0.567465 0.024922 0.869283 0.622296 0.518365
0.512262 0.512262 0.033419 0.829097 0.512306 0.512306
0.558348 0.558348 0.082539 0.616982 0.558524 0.558524
0.146450 0.146450 0.108658 0.288773 0.146478 0.146478
0.154433 0.154433 0.145790 0.245889 0.163425 0.146110
0.314866 0.314866 0.003376 0.979793 0.337701 0.293861
0.283329 0.283329 0.066068 0.522864 0.283370 0.283370
0.257080 0.257080 0.073744 0.472684 0.257127 0.257127
0.473815 0.473815 0.009661 0.979515 0.473823 0.473823
0.947564 0.947564 0.020906 0.974693 0.947650 0.947650
0.520224 0.520224 0.019488 0.917988 0.520255 0.520255
0.963980 0.963980 0.049081 0.858583 0.964194 0.964194
0.999832 0.999832 0.174698 0.380277 0.999969 0.999969
0.840609 0.840609 0.047627 0.842163 0.840771 0.840771
0.648148 0.648148 0.006497 0.985709 0.648157 0.648157
0.785749 0.785749 0.024854 0.912923 0.853831 0.724173
0.103879 0.103879 0.034110 0.478500 0.103883 0.103883
0.570337 0.570337 0.058040 0.707761 0.613182 0.531223
0.169786 0.169786 0.164609 0.238280 0.181368 0.159177
0.573746 0.573746 0.159867 0.442664 0.577780 0.570592
0.757142 0.757142 0.021306 0.946633 0.783942 0.731554
0.647745 0.647745 0.167990 0.454960 0.648315 0.648315
0.573597 0.573597 0.119270 0.520053 0.573863 0.573863
0.956869 0.956869 0.152103 0.568600 0.957702 0.957702
0.618467 0.618467 0.004259 0.980369 0.618478 0.618478
0.579932 0.579932 0.165776 0.436164 0.580389 0.580389
0.795288 0.795288 0.129265 0.571888 0.795813 0.795813
0.492587 0.492587 0.090870 0.560730 0.492744 0.492744
0.970598 0.970598 0.145433 0.583808 0.996080 0.947507
0.739612 0.739612 0.157481 0.500165 0.740179 0.740179
0.238930 0.238930 0.089974 0.410062 0.238981 0.238981
0.326483 0.326483 0.151120 0.351252 0.326633 0.326633
0.805574 0.805574 0.149971 0.533089 0.806192 0.806192
0.391905 0.391905 0.088080 0.510401 0.423079 0.363644
0.283083 0.283083 0.179314 0.294709 0.283233 0.283233
0.879529 0.879529 0.096534 0.675417 0.896965 0.863422
0.823790 0.823790 0.046076 0.821577 0.900283 0.755162
0.801908 0.801908 0.190775 0.465859 0.802865 0.802865
0.581089 0.581089 0.067739 0.678256 0.581248 0.581248
0.799361 0.799361 0.129508 0.572560 0.799890 0.799890
0.646213 0.646213 0.167821 0.454588 0.646784 0.646784
0.717189 0.717189 0.181858 0.450986 0.777195 0.663906
0.339852 0.339852 0.199896 0.301662 0.340083 0.340083
0.891814 0.891814 0.159981 0.538027 0.892601 0.892601
0.327633 0.327633 0.030713 0.765839 0.327654 0.327654
0.242486 0.242486 0.113556 0.358560 0.255825 0.230092
0.434503 0.434503 0.009939 0.974478 0.434511 0.434511
0.738346 0.738346 0.109067 0.602594 0.738738 0.738738
0.805006 0.805006 0.046007 0.841691 0.805146 0.805146
0.456873 0.456873 0.067914 0.624300 0.456976 0.456976
0.823797 0.823797 0.077683 0.706242 0.895851 0.759012
0.259775 0.259775 0.032777 0.697384 0.259790 0.259790
0.509299 0.509299 0.148664 0.437203 0.509622 0.509622
0.442680 0.442680 0.023507 0.868259 0.463889 0.422665
0.667358 0.667358 0.112487 0.571002 0.667692 0.667692
0.739483 0.739483 0.103236 0.617747 0.739826 0.739826
0.268387 0.268387 0.091001 0.429921 0.268450 0.268450
0.720129 0.720129 0.135151 0.531011 0.767564 0.677130
0.564418 0.564418 0.026858 0.887342 0.564468 0.564468
0.356993 0.356993 0.019057 0.876686 0.357006 0.357006
0.388253 0.388253 0.095753 0.492870 0.388358 0.388358
0.983668 0.983668 0.185807 0.517290 0.998272 0.971492
0.541983 0.541983 0.096194 0.566271 0.542171 0.542171
0.244720 0.244720 0.127549 0.337998 0.244796 0.244796
0.529433 0.529433 0.034322 0.830739 0.529482 0.529482
0.156633 0.156633 0.054386 0.447238 0.156647 0.156647
0.905354 0.905354 0.104533 0.662423 0.905855 0.905855
0.928143 0.928143 0.196486 0.489385 0.929185 0.929185
0.587001 0.587001 0.004967 0.985858 0.646974 0.533558
0.174776 0.174776 0.023708 0.677645 0.188356 0.162363
0.772064 0.772064 0.151646 0.519648 0.772660 0.772660
0.999045 0.999045 0.143652 0.595248 0.999897 0.999897
0.530297 0.530297 0.026903 0.849171 0.580616 0.485169
0.242756 0.242756 0.056284 0.527436 0.254462 0.231740
0.561348 0.561348 0.194343 0.391688 0.561860 0.561860
0.185237 0.185237 0.108676 0.324531 0.185275 0.185275
0.567654 0.567654 0.068638 0.657368 0.619032 0.521520
0.101552 0.101552 0.098751 0.254502 0.102503 0.100640
0.183973 0.183973 0.052261 0.489228 0.189068 0.179071
0.299691 0.299691 0.067550 0.529203 0.299737 0.299737
0.660172 0.660172 0.023304 0.898731 0.718828 0.607215
0.826220 0.826220 0.096850 0.652683 0.894234 0.764948
0.163103 0.163103 0.098354 0.323658 0.163131 0.163131
0.507257 0.507257 0.053033 0.715737 0.507350 0.507350
0.520777 0.520777 0.185296 0.388787 0.521200 0.521200
0.255952 0.255952 0.145974 0.318310 0.256052 0.256052
0.464180 0.464180 0.187891 0.364977 0.464537 0.464537
0.837630 0.837630 0.163411 0.517924 0.838346 0.838346
0.634547 0.634547 0.161831 0.454737 0.690174 0.585066
0.221068 0.221068 0.015970 0.840190 0.221074 0.221074
0.123888 0.123888 0.006822 0.896849 0.123889 0.123889
0.714545 0.714545 0.032299 0.884572 0.714638 0.714638
0.464937 0.464937 0.170779 0.386873 0.465255 0.465255
0.422067 0.422067 0.013007 0.947265 0.422082 0.422082
0.307871 0.307871 0.164463 0.324144 0.308029 0.308029
0.894501 0.894501 0.008161 0.985138 0.894508 0.894508
0.738937 0.738937 0.115367 0.587540 0.739345 0.739345
0.299692 0.299692 0.186856 0.295627 0.299864 0.299864
0.846322 0.846322 0.064182 0.773880 0.846546 0.846546
0.646460 0.646460 0.086507 0.637508 0.646695 0.646695
0.167424 0.167424 0.075244 0.380678 0.176203 0.159210
0.436198 0.436198 0.122174 0.454829 0.436398 0.436398
0.334479 0.334479 0.074084 0.528963 0.334544 0.334544
0.750295 0.750295 0.015011 0.960398 0.814182 0.692366
0.166991 0.166991 0.129204 0.275989 0.177212 0.157551
0.695481 0.695481 0.131260 0.537036 0.700318 0.691501
0.717078 0.717078 0.084006 0.654420 0.780274 0.660401
0.318526 0.318526 0.047803 0.639776 0.318563 0.318563
0.999113 0.999113 0.184244 0.501855 0.999969 0.999969
0.961064 0.961064 0.186366 0.511658 0.962125 0.962125
0.872854 0.872854 0.021715 0.958470 0.928866 0.820919
0.256153 0.256153 0.026924 0.746924 0.256166 0.256166
0.872070 0.872070 0.035094 0.885991 0.931614 0.817263
0.999638 0.999638 0.062777 0.810726 0.999969 0.999969
0.744179 0.744179 0.153874 0.507612 0.744744 0.744744
0.183482 0.183482 0.060631 0.450671 0.189805 0.177449
0.340309 0.340309 0.003688 0.996777 0.340310 0.340310
0.813900 0.813900 0.044959 0.846951 0.814030 0.814030
0.364442 0.364442 0.066805 0.577334 0.364509 0.364509
0.848869 0.848869 0.115180 0.619023 0.849358 0.849358
0.734570 0.734570 0.098525 0.630146 0.734899 0.734899
0.489404 0.489404 0.023776 0.892430 0.489434 0.489434
0.726472 0.726472 0.046311 0.820803 0.726583 0.726583
0.597752 0.597752 0.074185 0.662188 0.597927 0.597927
0.202991 0.202991 0.132977 0.300395 0.203051 0.203051
0.320927 0.320927 0.099332 0.444261 0.321022 0.321022
0.853032 0.853032 0.120416 0.607562 0.853552 0.853552
0.915216 0.915216 0.048837 0.835684 0.999751 0.839410
0.326409 0.326409 0.098950 0.448610 0.326506 0.326506
0.282390 0.282390 0.142108 0.338365 0.295980 0.269755
0.669981 0.669981 0.090278 0.634356 0.670243 0.670243
0.121635 0.121635 0.009408 0.849541 0.121637 0.121637
0.744502 0.744502 0.106196 0.612966 0.744874 0.744874
0.137004 0.137004 0.118724 0.263951 0.141698 0.132551
0.963351 0.963351 0.001820 0.988608 0.963352 0.963352
0.327416 0.327416 0.037122 0.714147 0.327441 0.327441
0.306918 0.306918 0.088691 0.460385 0.323920 0.291116
0.845596 0.845596 0.190141 0.478160 0.846454 0.846454
0.231316 0.231316 0.133642 0.319407 0.231387 0.231387
0.601195 0.601195 0.003668 0.985240 0.601191 0.601191
0.679254 0.679254 0.126626 0.541649 0.679639 0.679639
0.280157 0.280157 0.067703 0.514036 0.280200 0.280200
0.538065 0.538065 0.087929 0.590382 0.538239 0.538239
0.260113 0.260113 0.053292 0.562390 0.260141 0.260141
0.760092 0.760092 0.057536 0.779124 0.760259 0.760259
0.849213 0.849213 0.176058 0.500073 0.850006 0.850006
0.850924 0.850924 0.151283 0.542412 0.851588 0.851588
0.351433 0.351433 0.133393 0.388759 0.372619 0.331938
0.582676 0.582676 0.154188 0.454926 0.583113 0.583113
0.170159 0.170159 0.111720 0.304122 0.181599 0.159646
0.339888 0.339888 0.013800 0.918413 0.339897 0.339897
0.794873 0.794873 0.167162 0.499861 0.795540 0.795540
0.778138 0.778138 0.038432 0.869518 0.778257 0.778257
0.144621 0.144621 0.054572 0.430562 0.144634 0.144634
0.691233 0.691233 0.076857 0.676724 0.736446 0.649719
0.414646 0.414646 0.066388 0.596730 0.448661 0.383804
0.277586 0.277586 0.194719 0.277110 0.277742 0.277742
0.170091 0.170091 0.089261 0.346942 0.182069 0.159103
0.805213 0.805213 0.152668 0.527749 0.805829 0.805829
0.455643 0.455643 0.114021 0.479214 0.479837 0.433266
0.698564 0.698564 0.159594 0.484194 0.699073 0.699073
0.162886 0.162886 0.100728 0.318759 0.162916 0.162916
0.222398 0.222398 0.165783 0.274298 0.222487 0.222487
0.687335 0.687335 0.042810 0.807890 0.749758 0.631217
0.352145 0.352145 0.194169 0.311819 0.368040 0.337560
0.660252 0.660252 0.095382 0.604550 0.714549 0.611257
0.246815 0.246815 0.047239 0.584233 0.246838 0.246838
0.788170 0.788170 0.183060 0.469719 0.840755 0.741000
0.614931 0.614931 0.060850 0.713224 0.651735 0.580857
0.264360 0.264360 0.160545 0.305180 0.264477 0.264477
0.695840 0.695840 0.198091 0.427817 0.696602 0.696602
0.470021 0.470021 0.162708 0.399271 0.487674 0.453715
0.833732 0.833732 0.183418 0.483794 0.834568 0.834568
0.596423 0.596423 0.086426 0.618269 0.596620 0.596620
0.772759 0.772759 0.143250 0.536597 0.773308 0.773308
0.386696 0.386696 0.178951 0.344135 0.386939 0.386939
0.733252 0.733252 0.056652 0.771908 0.733422 0.733422
0.639359 0.639359 0.124399 0.530312 0.667299 0.613433
0.443203 0.443203 0.006514 0.977128 0.457514 0.429425
0.328741 0.328741 0.093747 0.463290 0.328835 0.328835
0.962649 0.962649 0.132207 0.609107 0.963352 0.963352
0.768623 0.768623 0.091779 0.659624 0.768976 0.768976
0.338766 0.338766 0.166028 0.337619 0.338944 0.338944
0.829801 0.829801 0.002253 0.977131 0.880876 0.782195
0.249718 0.249718 0.056605 0.527911 0.267603 0.233303
0.183567 0.183567 0.001788 0.983067 0.191127 0.176365
0.147945 0.147945 0.163719 0.221077 0.155085 0.141269
0.145396 0.145396 0.075123 0.359441 0.145413 0.145413
0.142181 0.142181 0.032586 0.560268 0.142187 0.142187
0.207681 0.207681 0.195787 0.236438 0.221333 0.195191
0.149719 0.149719 0.197468 0.193859 0.149760 0.149760
0.370948 0.370948 0.093869 0.482985 0.399261 0.345202
0.570594 0.570594 0.120155 0.511153 0.612560 0.532575
0.770831 0.770831 0.174587 0.481067 0.771510 0.771510
0.584013 0.584013 0.112338 0.540830 0.584274 0.584274
0.117365 0.117365 0.046349 0.428319 0.117372 0.117372
0.417033 0.417033 0.020163 0.886213 0.438357 0.396978
0.477295 0.477295 0.176882 0.383608 0.477647 0.477647
0.536640 0.536640 0.041235 0.793498 0.536704 0.536704
0.386626 0.386626 0.023906 0.854182 0.386648 0.386648
0.795913 0.795913 0.128650 0.573429 0.796437 0.796437
0.680571 0.680571 0.008486 0.986898 0.680588 0.680588
0.985765 0.985765 0.081097 0.750379 0.986216 0.986216
0.488706 0.488706 0.087236 0.569537 0.488848 0.488848
0.298433 0.298433 0.052601 0.591573 0.314224 0.283646
0.560070 0.560070 0.163131 0.433194 0.560492 0.560492
0.231929 0.231929 0.136172 0.316318 0.232006 0.232006
0.230817 0.230817 0.148278 0.299602 0.230901 0.230901
0.787503 0.787503 0.061040 0.763640 0.847811 0.732618
0.362387 0.362387 0.017752 0.891144 0.376848 0.348608
0.568996 0.568996 0.150136 0.451869 0.618108 0.525160
0.256602 0.256602 0.040980 0.632488 0.256623 0.256623
0.723824 0.723824 0.052205 0.788798 0.753076 0.696188
0.133578 0.133578 0.146295 0.226802 0.133608 0.133608
0.863071 0.863071 0.106388 0.646702 0.863556 0.863556
0.544802 0.544802 0.142635 0.461307 0.545153 0.545153
0.342411 0.342411 0.160010 0.345618 0.358970 0.327139
0.399970 0.399970 0.159999 0.374414 0.400200 0.400200
0.397770 0.397770 0.116473 0.448242 0.397934 0.397934
0.377291 0.377291 0.190755 0.326972 0.377556 0.377556
0.803272 0.803272 0.098952 0.650776 0.803664 0.803664
0.134510 0.134510 0.114853 0.266584 0.141086 0.128348
0.212085 0.212085 0.000036 0.969991 0.212084 0.212084
0.995255 0.995255 0.046246 0.865880 0.995423 0.995423
0.377327 0.377327 0.090417 0.502096 0.377422 0.377422
0.299894 0.299894 0.188333 0.294274 0.300068 0.300068
0.568979 0.568979 0.027904 0.854848 0.617780 0.524793
0.559004 0.559004 0.144258 0.463599 0.559376 0.559376
0.225770 0.225770 0.173638 0.267144 0.240107 0.212640
0.774625 0.774625 0.125756 0.573219 0.775118 0.775118
0.738010 0.738010 0.039867 0.850429 0.738099 0.738099
0.374659 0.374659 0.038562 0.735826 0.374692 0.374692
0.560089 0.560089 0.081412 0.621335 0.560262 0.560262
0.103782 0.103782 0.097393 0.259385 0.103797 0.103797
0.206744 0.206744 0.046681 0.547138 0.206761 0.206761
0.360868 0.360868 0.145961 0.373149 0.386682 0.337420
0.987351 0.987351 0.101540 0.691106 0.987942 0.987942
0.439562 0.439562 0.099058 0.503251 0.478092 0.404960
0.249634 0.249634 0.068848 0.478162 0.267460 0.233282
0.676115 0.676115 0.046964 0.804092 0.676232 0.676232
0.411613 0.411613 0.021112 0.881219 0.411631 0.411631
0.474120 0.474120 0.199260 0.355817 0.474510 0.474510
0.496349 0.496349 0.130305 0.464742 0.496625 0.496625
0.305146 0.305146 0.144653 0.348915 0.305275 0.305275
0.238364 0.238364 0.053730 0.540045 0.238390 0.238390
0.726188 0.726188 0.163735 0.485152 0.726766 0.726766
0.101873 0.101873 0.137875 0.200541 0.101887 0.101887
0.829887 0.829887 0.126493 0.581915 0.886415 0.778552
0.339472 0.339472 0.091313 0.476505 0.339553 0.339553
0.141231 0.141231 0.123320 0.262224 0.141263 0.141263
0.311706 0.311706 0.129875 0.376093 0.311824 0.311824
