# injm1  injm2  injecc  pol  inc  maxmatch  maxm1  maxm2
1.000000 1.000000 0.000000 5.741695 -0.499988 0.977915 0.999969 0.999969
1.000000 1.000000 0.001000 3.920074 -0.706149 0.977752 0.999969 0.999969
1.000000 1.000000 0.056000 4.888584 0.437406 0.647211 0.999969 0.999969
1.000000 1.000000 0.005000 4.169784 -0.763274 0.973546 0.999969 0.999969
1.000000 1.000000 0.000000 4.882855 0.577386 0.977915 0.999969 0.999969
1.000000 1.000000 0.385000 1.522531 -1.426154 0.196934 0.999969 0.999969
1.000000 1.000000 0.000000 3.948856 -0.407646 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 1.873928 0.378165 0.977915 0.999969 0.999969
1.000000 1.000000 0.001000 4.107938 0.028127 0.977752 0.999969 0.999969
1.000000 1.000000 0.000000 0.959051 -0.934288 0.977915 0.999969 0.999969
1.000000 1.000000 0.002000 4.741246 -0.920194 0.977259 0.999969 0.999969
1.000000 1.000000 0.000000 6.100194 0.490918 0.977915 0.999969 0.999969
1.000000 1.000000 0.008000 0.614698 1.429115 0.965538 0.999969 0.999969
1.000000 1.000000 0.002000 3.319667 0.463545 0.977259 0.999969 0.999969
1.000000 1.000000 0.002000 5.631526 0.022461 0.977259 0.999969 0.999969
1.000000 1.000000 0.001000 1.621694 -0.000960 0.977752 0.999969 0.999969
1.000000 1.000000 0.000000 0.608977 -0.766746 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 6.192023 -1.089962 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 5.683127 -1.075412 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 1.862962 -0.939325 0.977915 0.999969 0.999969
1.000000 1.000000 0.002000 0.586433 -0.537148 0.977259 0.999969 0.999969
1.000000 1.000000 0.000000 2.668646 1.212279 0.977915 0.999969 0.999969
1.000000 1.000000 0.007000 3.008827 0.906606 0.968779 0.999969 0.999969
1.000000 1.000000 0.001000 1.930452 0.334122 0.977752 0.999969 0.999969
1.000000 1.000000 0.001000 6.044446 0.494837 0.977752 0.999969 0.999969
1.000000 1.000000 0.000000 4.334528 0.689221 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 2.660508 0.336845 0.977915 0.999969 0.999969
1.000000 1.000000 0.001000 5.569162 -0.851989 0.977752 0.999969 0.999969
1.000000 1.000000 0.009000 4.517145 -0.971732 0.961643 0.999969 0.999969
1.000000 1.000000 0.002000 5.134841 -0.896338 0.977259 0.999969 0.999969
1.000000 1.000000 0.000000 5.679249 1.286490 0.977915 0.999969 0.999969
1.000000 1.000000 0.003000 2.809550 1.058541 0.976415 0.999969 0.999969
1.000000 1.000000 0.000000 1.788075 1.477289 0.977915 0.999969 0.999969
1.000000 1.000000 0.001000 1.892646 0.729689 0.977752 0.999969 0.999969
1.000000 1.000000 0.000000 4.904547 0.211081 0.977915 0.999969 0.999969
1.000000 1.000000 0.004000 5.186739 0.541229 0.975191 0.999969 0.999969
1.000000 1.000000 0.001000 0.197583 -0.037453 0.977752 0.999969 0.999969
1.000000 1.000000 0.000000 2.667323 0.136361 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 5.307885 -0.696273 0.977915 0.999969 0.999969
1.000000 1.000000 0.002000 0.178909 0.051518 0.977259 0.999969 0.999969
1.000000 1.000000 0.006000 1.077702 0.222009 0.971427 0.999969 0.999969
1.000000 1.000000 0.001000 1.880443 0.306876 0.977752 0.999969 0.999969
1.000000 1.000000 0.004000 4.591377 0.552879 0.975191 0.999969 0.999969
1.000000 1.000000 0.001000 1.074071 -0.213279 0.977752 0.999969 0.999969
1.000000 1.000000 0.000000 5.200167 -1.023483 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 5.073630 -1.106090 0.977915 0.999969 0.999969
1.000000 1.000000 0.003000 1.875371 -0.853576 0.976415 0.999969 0.999969
1.000000 1.000000 0.001000 5.399491 -1.307720 0.977752 0.999969 0.999969
1.000000 1.000000 0.000000 0.664050 -0.523055 0.977915 0.999969 0.999969
1.000000 1.000000 0.007000 2.824700 -1.543889 0.968779 0.999969 0.999969
1.000000 1.000000 0.003000 3.834118 1.427247 0.976415 0.999969 0.999969
1.000000 1.000000 0.000000 3.539958 -1.059644 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 1.415378 0.800418 0.977915 0.999969 0.999969
1.000000 1.000000 0.002000 3.644806 -0.836885 0.977259 0.999969 0.999969
1.000000 1.000000 0.002000 0.811249 -1.462764 0.977259 0.999969 0.999969
1.000000 1.000000 0.003000 4.393728 0.350164 0.976415 0.999969 0.999969
1.000000 1.000000 0.002000 1.222515 -0.026935 0.977259 0.999969 0.999969
1.000000 1.000000 0.002000 2.359895 -1.206187 0.977259 0.999969 0.999969
1.000000 1.000000 0.002000 3.850227 0.497802 0.977259 0.999969 0.999969
1.000000 1.000000 0.000000 2.739840 0.352393 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 4.833419 -1.039648 0.977915 0.999969 0.999969
1.000000 1.000000 0.003000 5.969130 -0.392520 0.976415 0.999969 0.999969
1.000000 1.000000 0.006000 0.475494 0.440780 0.971427 0.999969 0.999969
1.000000 1.000000 0.000000 5.623022 1.105795 0.977915 0.999969 0.999969
1.000000 1.000000 0.001000 2.742570 -1.338621 0.977752 0.999969 0.999969
1.000000 1.000000 0.003000 5.817499 -1.094430 0.976415 0.999969 0.999969
1.000000 1.000000 0.000000 3.068791 1.158447 0.977915 0.999969 0.999969
1.000000 1.000000 0.002000 2.599302 -0.954754 0.977259 0.999969 0.999969
1.000000 1.000000 0.000000 3.624146 0.637035 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 5.834839 -0.392169 0.977915 0.999969 0.999969
1.000000 1.000000 0.004000 0.183078 -0.475300 0.975191 0.999969 0.999969
1.000000 1.000000 0.000000 1.451175 -0.152646 0.977915 0.999969 0.999969
1.000000 1.000000 0.025000 5.562525 -0.630414 0.837766 0.999969 0.999969
1.000000 1.000000 0.001000 0.368350 1.390631 0.977752 0.999969 0.999969
1.000000 1.000000 0.029000 5.711104 0.248619 0.816524 0.999969 0.999969
1.000000 1.000000 0.001000 1.282070 1.092783 0.977752 0.999969 0.999969
1.000000 1.000000 0.000000 4.726662 -0.006813 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 3.918859 0.559064 0.977915 0.999969 0.999969
1.000000 1.000000 0.042000 2.997975 0.040711 0.728442 0.999969 0.999969
1.000000 1.000000 0.005000 1.463746 -1.221040 0.973546 0.999969 0.999969
1.000000 1.000000 0.000000 0.954696 -0.908650 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 1.642916 -1.077592 0.977915 0.999969 0.999969
1.000000 1.000000 0.001000 2.838196 0.635262 0.977752 0.999969 0.999969
1.000000 1.000000 0.002000 1.425350 0.617226 0.977259 0.999969 0.999969
1.000000 1.000000 0.000000 3.464013 -0.671863 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 3.595952 -1.237584 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 2.879214 0.771171 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 3.943201 0.021130 0.977915 0.999969 0.999969
1.000000 1.000000 0.004000 0.832852 -1.390058 0.975191 0.999969 0.999969
1.000000 1.000000 0.003000 0.549190 -1.240388 0.976415 0.999969 0.999969
1.000000 1.000000 0.000000 0.725573 -1.168220 0.977915 0.999969 0.999969
1.000000 1.000000 0.001000 1.168455 0.074875 0.977752 0.999969 0.999969
1.000000 1.000000 0.000000 4.855587 -1.445249 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 0.825664 1.151824 0.977915 0.999969 0.999969
1.000000 1.000000 0.001000 0.261339 -0.744102 0.977752 0.999969 0.999969
1.000000 1.000000 0.109000 3.803182 0.221582 0.456160 0.999969 0.999969
1.000000 1.000000 0.001000 0.533168 -0.728033 0.977752 0.999969 0.999969
1.000000 1.000000 0.001000 3.485863 -1.125852 0.977752 0.999969 0.999969
1.000000 1.000000 0.020000 0.790496 -0.592051 0.875075 0.999969 0.999969
1.000000 1.000000 0.002000 2.438057 0.471721 0.977259 0.999969 0.999969
1.000000 1.000000 0.000000 4.029383 1.407776 0.977915 0.999969 0.999969
1.000000 1.000000 0.004000 5.206484 0.882486 0.975191 0.999969 0.999969
1.000000 1.000000 0.000000 4.911458 -0.373395 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 0.688361 -0.252871 0.977915 0.999969 0.999969
1.000000 1.000000 0.003000 0.893742 -1.163455 0.976415 0.999969 0.999969
1.000000 1.000000 0.002000 3.944242 0.978303 0.977259 0.999969 0.999969
1.000000 1.000000 0.010000 5.541134 -0.164103 0.957036 0.999969 0.999969
1.000000 1.000000 0.004000 1.227723 0.506830 0.975191 0.999969 0.999969
1.000000 1.000000 0.000000 5.422278 -0.541313 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 1.341221 -1.089454 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 0.957677 -1.105313 0.977915 0.999969 0.999969
1.000000 1.000000 0.001000 4.369145 1.394397 0.977752 0.999969 0.999969
1.000000 1.000000 0.001000 4.398169 -1.292627 0.977752 0.999969 0.999969
1.000000 1.000000 0.006000 2.035925 0.783332 0.971427 0.999969 0.999969
1.000000 1.000000 0.000000 5.983091 0.644749 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 5.869898 -0.028392 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 6.025331 0.795592 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 0.006188 0.778818 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 1.863362 -1.229204 0.977915 0.999969 0.999969
1.000000 1.000000 0.002000 0.270385 1.311255 0.977259 0.999969 0.999969
1.000000 1.000000 0.000000 2.647648 0.070356 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 4.121673 1.263114 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 5.230572 0.181608 0.977915 0.999969 0.999969
1.000000 1.000000 0.001000 2.941097 0.746929 0.977752 0.999969 0.999969
1.000000 1.000000 0.010000 2.663681 -0.502797 0.957036 0.999969 0.999969
1.000000 1.000000 0.002000 2.995411 -1.277547 0.977259 0.999969 0.999969
1.000000 1.000000 0.001000 1.090270 1.228184 0.977752 0.999969 0.999969
1.000000 1.000000 0.001000 3.333726 -0.681594 0.977752 0.999969 0.999969
1.000000 1.000000 0.003000 0.504923 -1.564420 0.976415 0.999969 0.999969
1.000000 1.000000 0.000000 1.883828 -0.005939 0.977915 0.999969 0.999969
1.000000 1.000000 0.014000 1.638044 0.373557 0.930849 0.999969 0.999969
1.000000 1.000000 0.029000 0.193716 -0.418788 0.816524 0.999969 0.999969
1.000000 1.000000 0.031000 4.343292 0.417773 0.802919 0.999969 0.999969
1.000000 1.000000 0.001000 0.994457 0.236894 0.977752 0.999969 0.999969
1.000000 1.000000 0.001000 0.392354 -1.130004 0.977752 0.999969 0.999969
1.000000 1.000000 0.016000 5.432332 1.197913 0.913412 0.999969 0.999969
1.000000 1.000000 0.008000 5.265763 1.507033 0.965538 0.999969 0.999969
1.000000 1.000000 0.002000 5.514470 1.283604 0.977259 0.999969 0.999969
1.000000 1.000000 0.001000 4.643057 -0.760355 0.977752 0.999969 0.999969
1.000000 1.000000 0.001000 1.952251 0.847584 0.977752 0.999969 0.999969
1.000000 1.000000 0.003000 5.028520 -1.015295 0.976415 0.999969 0.999969
1.000000 1.000000 0.000000 0.240829 1.409720 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 2.044381 0.765430 0.977915 0.999969 0.999969
1.000000 1.000000 0.001000 3.101818 -1.106784 0.977752 0.999969 0.999969
1.000000 1.000000 0.004000 0.348289 0.091686 0.975191 0.999969 0.999969
1.000000 1.000000 0.008000 4.307535 0.024265 0.965538 0.999969 0.999969
1.000000 1.000000 0.005000 6.192037 0.410137 0.973546 0.999969 0.999969
1.000000 1.000000 0.000000 1.087908 0.478547 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 3.899502 1.322997 0.977915 0.999969 0.999969
1.000000 1.000000 0.001000 1.648930 -0.585532 0.977752 0.999969 0.999969
1.000000 1.000000 0.005000 1.177898 0.185355 0.973546 0.999969 0.999969
1.000000 1.000000 0.002000 1.633817 0.934316 0.977259 0.999969 0.999969
1.000000 1.000000 0.001000 1.627134 0.267728 0.977752 0.999969 0.999969
1.000000 1.000000 0.003000 3.642176 -1.268357 0.976415 0.999969 0.999969
1.000000 1.000000 0.005000 3.463397 -1.083828 0.973546 0.999969 0.999969
1.000000 1.000000 0.000000 0.975343 0.907438 0.977915 0.999969 0.999969
1.000000 1.000000 0.002000 2.972424 -0.953812 0.977259 0.999969 0.999969
1.000000 1.000000 0.001000 2.386566 1.047384 0.977752 0.999969 0.999969
1.000000 1.000000 0.002000 1.926206 -0.554697 0.977259 0.999969 0.999969
1.000000 1.000000 0.000000 2.415509 1.384417 0.977915 0.999969 0.999969
1.000000 1.000000 0.001000 0.598069 -0.467443 0.977752 0.999969 0.999969
1.000000 1.000000 0.004000 5.516763 -0.562345 0.975191 0.999969 0.999969
1.000000 1.000000 0.015000 4.355783 0.803479 0.922428 0.999969 0.999969
1.000000 1.000000 0.005000 2.816479 0.593647 0.973546 0.999969 0.999969
1.000000 1.000000 0.000000 1.838992 -0.081400 0.977915 0.999969 0.999969
1.000000 1.000000 0.001000 1.748312 -0.449302 0.977752 0.999969 0.999969
1.000000 1.000000 0.002000 5.185765 -0.607263 0.977259 0.999969 0.999969
1.000000 1.000000 0.090000 5.717167 1.024859 0.508944 0.999969 0.999969
1.000000 1.000000 0.005000 6.108430 0.364111 0.973546 0.999969 0.999969
1.000000 1.000000 0.004000 4.809064 -0.635422 0.975191 0.999969 0.999969
1.000000 1.000000 0.001000 0.167297 1.028171 0.977752 0.999969 0.999969
1.000000 1.000000 0.075000 2.185693 1.251545 0.561836 0.999969 0.999969
1.000000 1.000000 0.078000 1.718627 -1.052071 0.549143 0.999969 0.999969
1.000000 1.000000 0.007000 1.550896 0.307244 0.968779 0.999969 0.999969
1.000000 1.000000 0.001000 2.120552 0.065490 0.977752 0.999969 0.999969
1.000000 1.000000 0.001000 4.196712 0.532785 0.977752 0.999969 0.999969
1.000000 1.000000 0.027000 0.492587 1.280434 0.827366 0.999969 0.999969
1.000000 1.000000 0.001000 1.699793 -1.405406 0.977752 0.999969 0.999969
1.000000 1.000000 0.001000 3.169478 -0.858089 0.977752 0.999969 0.999969
1.000000 1.000000 0.000000 3.700236 0.495574 0.977915 0.999969 0.999969
1.000000 1.000000 0.000000 5.150695 1.207868 0.977915 0.999969 0.999969
1.000000 1.000000 0.001000 2.008805 -1.101437 0.977752 0.999969 0.999969
1.000000 1.000000 0.010000 4.244346 -1.179328 0.957036 0.999969 0.999969
